Capverdian Creole,Portuguese,English
M tava sem móvel por isse ke um ke tava te respondê,Eu estava sem telefone por isso que não estava a responder,I was without phone so I wasn't answering
"m te manda bô irmã mensagem, el dób recód?","Eu enviei mensagem para a tua irmã, ela te deu o recado?","I texted your sister, did she give you the message?"
Yh el dem recód e um dzêl p dzêb ke um tava sem tlefone,Yh ela me deu o recado e eu lhe disse para te dizer que estava sem telefone,Yh she gave me the message and I told her to tell you I had no phone
Yh el dem recód e um dzêl p dzêb ke um tava sem tlefone,Yh ele me deu o recado e eu lhe disse para te dizer que estava sem telefone,Yh he gave me the message and I told him to tell you I had no phone
m tava ke ideia de bei dób falá ne Ponta do Sol,eu estava com ideia de ir te ver em Ponta do Sol,I had the idea of ​​going to see you in Ponta do Sol
Bô tava bem,Tu deverias ter vindo,you should have come
se m sebia m tava bei sim,se eu soubesse eu ia sim,If I knew I would
"êne p preocupa, ke oportunidade êne de falta","não é para preocupares, porque oportunidades é o que não faltam","it's not to worry, because there's no shortage of opportunities"
"dvagar, dvagar...","devagar, devagar...",slowly slowly...
mim ta te pensa ke contsê elgum cosa kbô,eu estava a pensar que tinha acontecido algo contigo,I was thinking that something had happened to you
M gostá bô preocupação ke mim,Eu gostei da tua preocupação comigo,I liked your concern with me
bô êne devia passa tontê temp essim sem dá notícia,não deverias passar muito tempo assim sem dar notícias,You should not spend too much time without giving news
Bô tite bei perticipa ne kel torneiro ntom?,Tu vais participar no torneio então?,Are you going to participate in the tournament then?
Condê ke bô te bem dá falá prei?,Quando é que tu virás visitar por aqui?,When will you come to visit here?
Tite xpiá se um te bei esse fim de mes ei,Estou a ver se vou nesse final de mês aqui,I'm seeing if I'm going this end of the month here
"no tem ones sem oia, prop","nós temos anos sem nos vermos, mesmo","We have years without seeing each other, even"
bô má kel namorada bôssa manera?,Tu e a tua namorada tua como vão?,You and your girlfriend how are you?
"mim pensa bzot tava te bei txega ne algum acert, depos ke mes calma","eu pensei que vocês iriam chegar em algum acerto, depois com mais calma","I thought you would get to some hit, then calmly"
"Bô má kes femá pralá, manera ktite bei?","Tu e as miúdas por aí, como vão?","You and the girls out there, how are you?"
mim já tem uns mes prei te xtód poród,Eu já tenho uns meses por ai que estou parado,I'm already a few months ago that I'm stopped
"antes de bô dzê ke mintira moda tud nhes emig, esse ê mas pura verdad","antes de tu disseres que é mentira como todos os meus amigos, essa é a mais pura verdade","Before you said it is a lie like all my friends, this is the purest truth"
m te ne asser,estou a sério,I'm serious
mim nem sebê ukê ktite passa ke mim,eu nem sei o que está a passar comigo,I don't even know what's going on with me
Ê falta de vontad?,É falta de vontade?,Is it a lack of will?
"não, êne falta de vontad, porkê as vez de dem uns voltad ke so vist","não, não é falta de vontade, porque as vezes eu tenho umas vontades que só visto","no, it's not a lack of will, because sometimes I have desires that I only wear"
"mim êne sebê, m te sinti descontra, m te suave","eu não sei, estou a me sentir relaxado, estou suave","I don't know, I'm feeling relaxed, I'm soft"
"mim se for p fazê algo, m te otxá ke jám krê um cosa mes descontra, mes suave","eu se for para fazer algo, eu acho que eu quero uma coisa mais relaxada, mas suave","I if it's to do something, I think I want something more relaxed, but smooth"
um cosa mas intimo,uma coisa mais íntima,a more intimate thing
Tip um namorada,Tipo uma namorada,Like a girlfriend
"e kes gente ktê tenta metem falá, êne te despertem nada, log ntom te mantê ne nhá tonte","e as pessoas que tentam me meter conversa, não me despertam nada, logo então eu fico no meu lugar","and people who try to talk to me don't wake me up, so I stay in my place"
acho ke bô tite bei senta e xpêra um tont,acho que tu vais sentar e esperar mais um pouco,I think you will sit down and wait a little longer
Já te na hora,Já está na hora,It's time
bô tite bei xpêra um tont,tu iraś esperar um pouco,You will wait a little
nínguém êne krêm,ninguém me quer,nobody wants me
"mim també tava seid, m txega gora p bem deta","eu também tinha saido, cheguei agora para vir-me deitar","I had left too, I arrived now to come to bed"
Txá de falá mintira,Deixa-te de falar mentiras,Stop speaking lies
Bô tava má bôj emig?,Tu estavas com os teus amigos?,Were you with your friends?
yah no bei oia um jog,yah nós fomos ver um jogo,Yah we went to see a game
ne temp cert el te perce,no tempo certo ele vai aparecer,In the right time it will appear
ke bzot tite bei pronta?,o que é que vocês irão aprontar?,What will you get ready?
"No tava prei te kmê um pizza, má jám tite bei p casa","Nós estávamos por aqui a comer umas pizzas, mas eu já estou a ir para casa","We were here to eat some pizzas, but I'm already going home"
"já, einda te ced.","já, ainda está cedo.","Already, it's still early."
bô deve bei dá um bônhe de mar,tu deverias ir tomar um banho de mar,You should go take a sea bath
Manha tem trabôi plomanha,Amanhã tenho trabalho de manhã,Tomorrow I have work in the morning
Bô ta ê doid...,Tu estás doido...,You are crazy ...
Bô krê oiem mort,Tu queres me ver morta,You want to see me killed
Bô krê oiam mort,Tu queres me ver morto,You want to see me dead
"era bom, dá bô tava refresca, m ta te companhób","seria bom, tu irias logo te refrescar, eu até te iria acompanhar","It would be good, you would soon refresh you, I would even follow you"
Enton bô tava bé bô so,Então tu irias tu sozinho,So you would go alone
tá levób te rasta,Eu iria te levar a rastar,I would take you to crawl
Bô ke tava podê,Tu não irias conseguir,you wouldn't make it
bô krê testa?,tu queres testar?,Do you want to test?
algo te dzêm ke bô tava te bei tmá kel bônhe,algo está a me dizer que tu irias tomar o banho,Something is telling me that you would take the bath
"Ke esse frio ê kta, não, nem pagód","com esse frio que está, não, nem pagado","with this cold that is, not, not even paid"
um dia no te fazê esse test,um dia nós fazêmos este teste,One day we do this test
so p consta,só para constar,just to appear
Te fcá te xperób,Eu ficarei a tua espera,I will be waiting
"txám bem deta, fcá kul","deixa-me vir deitar, fique bem","Let me come to bed, be well"
sempre bom falá má bô,sempre bom falar contigo,Always good to talk to you
p bô també,para ti também,for you too
Mim també te gostá de falá má bô,Eu também gosto de falar contigo,I also like to talk to you
tite plánea bem oia um filme,estou a planear vir ver um filme,I am planning to see a movie
Te prei sentód sem nada p fazê,Estou por aqui sentado sem nada por fazer,I'm here sitting with nothing to do
no te oia um filme e falá,nós vemos o filme e conversamos,We see the movie and talk
Te xpêra ke um dia no te passa uns moment dess,Espero que um dia nós iremos passar por momentos destes,I hope that one day we will go through moments of these
bô te lembra kel temp ke mim má bô tava compremitíd,Tu lembras do tempo em que eu e tu estávamos comprometidos,You remember the time when you and I were committed
log condê no contsê,logo quando nós conhecemos,Right when we know
"pelo menos m contsêb ne kel época lá, ke se fosse ne ote nos êne era tontê emig essim","pelo menos eu te conheci naquelá época aí, porque se fosse em outra, nós não éramos muito amigos assim","At least I met you at that time there, because if it were in another, we were not very friends like that"
As vez te fcá te pensa já no oia um vez so,As vezes fico a pensar que nós já nos vimos uma vez só,Sometimes I think we've only met once
"Má no tem um intimidad, moda se no tem kostume de xtód sempre djunt","Mas nós temos uma intimidade, como que se tivéssemos o hábito de estar sempre juntos","But we have an intimacy, as if we had a habit of always being together"
mim de bem dalá sem oiób,não virei daí sem te ver,I won't come from there without seeing you
"nem ke m bei panhób ne trobôi, e xpêra ne kel porta ate bô sei","nem que eu for te pegar no trabalho, e esperar na porta até que tu saías","Even if I will take you at work, and wait at the door until you left"
bei te dzêm dondê bô te trebaia log de gora,vai me dizendo desde já onde é que trabalhas,will tell me now where you work
bô tem ke dzêm condê ke bô tite bem,tu têns de me dizeres quando é que tu virás,You have to tell me when you will come
bô número te continua o mesmo?,o teu número continua o mesmo?,Does your number remain the same?
m tel sim,eu o tenho sim,I have it yes
um des dia no deve falá p chamada,um desses dias nós devemos nos conversar por chamada,one of these days we should call each other
um des dia te txmób,um desses dias eu te telefonarei,One of those days I will call you
tontê hora ke bô te sei de trabôi?,à quantas horas tu sais do trabalho?,How many hours do you leave work?
um bocód de temp livre ate dnot,muito tempo livre até de noite,Lots of free time until night
"Má condê bô tiver te bem, bô te dzêm","Mas quando tu estiveres a vir, tu me dizes","But when you're coming, you tell me"
klár ke m te dzêb,claro que eu te vou dizer,Of course I will tell you
Tem ke bei oiób te isga um dia,tenho que te ir ver jogar um dia,I have to go to see you play one day
P bô dem kel apoio,Para tu me dares o apoio,For you give me the support
Perá bô oia,Espera e tu verás,Wait and you will see
Mim êne de lembra última vez ke m pô pé ne um bolá,Eu não lembro quando foi a última vez que coloquei os pés em uma bola,I don't remember when it was the last time I put my feet on a ball
Bô te trabalha ne ukê?,Tu trabalhas em que?,What do you work on?
Ne dos empresa de desenvolvimento de software,em duas empresas de desenvolvimento de software,in two software development companies
Ê sempre bom,É sempre bom,It's always good
"E bô, ke bô te gostá de fazê?","E tu, o que gostas de fazer?",And what do you like to do?
Tip ke bô te gostá realmente.,Tipo o que gostas de fazer realmente.,Like what you really like to do.
M te gostá de bô.,Eu gosto de ti.,I like you.
condê ke no tem teste de Análise Matemática?,Quando é que temos teste de Análise Matemática?,When do we have mathematical analysis test?
conde ke no tem teste de Análise Matemática?,Quando é que temos teste de Análise Matemática?,When do we have mathematical analysis test?
Ondê ke bô casa?,Onde é a tua casa?,Where is your house?
Onde ke bô casa?,Onde é a tua casa?,Where is your house?
M pensa Joelson tava te bem també.,Eu pensei o Joelson viria também,I thought Joelson would come too
No te bei te lá dia 12.,Nós ireimos aí no dia 12.,We would go there on the 12th.
"Tip condê bô era mnine, ukê ke bô tava senha ser","Tipo quando tu eras criança, o que é que tu sonhavas em ser","Like when you are a child, what did you dream of being"
tud gente tem um sonhe de um cosa ke el kris ser condê mnine,toda gente tem um sonho de uma coisa que ele quis ser quando criança,Everyone has a dream of something he wanted to be as a child
Mim era astronauta,eu era astronauta,I was an astronaut
Advogada,Advogada,Attorney
