Capverdian Creole,Portuguese,English
Pelo menos já no escapa desse vez,Pelo menos já estamos safos dessa vez,At least we're safe this time
Má m prendê uns dos cosa nes últimos dia,Mas eu aprendi algumas coisas nesses últimos dias,But I learned some things in these last days
No tava bastante enganód ke el ke tava bá oia kes trabôi,Nós estávamos bastante enganados que ele não ia ver os trabalhos,We were quite fooled that he was not going to see the work
Não so iss,Não só isso,Not only that
"Mim tem tmá ote prespetiva, e má tud gente mesm","Eu vou tomar uma outra perspetiva, e com toda gente mesmo","I'm going to take another perspective, and with everyone"
já ene dem dada nhes trobôi pront p mas ninguém,Já não tem a entrega dos meus trabalhos prontos para ninguém,No longer has the delivery of my work ready for anyone
"Kem kizer m tral um duvida ou ke ou mas, apartir dai mas nada","Quem quiser que eu lhe tire algumas dúvidas e que ou mais, a partir daí mais nada","Who wants me to ask you some doubts and that or more, from there nothing more"
já mim tem ser tabua de socorro de mas ninguém mesm,Já não vou ser tabúa de socorro de mais ninguém mesmo,I will no longer be a relief tabúa for anyone else
Astantas bô te xtód ê te prejudica bô mesm,Chega um ponto tu estás a prejudicar a ti mesmo,There is a point you are harming yourself
Exatamente...,Exatamente...,Exactly...
kes falá kel dá gente...,As conversas que ele nos disse...,The conversations he told us ...
Não so mode kel lá,Não só por isso,Not just that
Mim um te otxá ke se ene era dá nhe trabôi p otes pessoa um podia ter mas nota,Eu defendo que se eu não entregasse os meus trabalhos para outras pessoas eu poderia ter muito mais nota,I argue that if I didn't deliver my jobs to other people I could have much more
Isse,Isso,That
"Tipe mim passa tud nhá semestre te krê p tráz e p frente. te mata mim mesm lá ne escola de plomanha a detarde p depos bem envia nhá relatório pronte, p um psoa bei fazê dcêu e einda el te fazêl igual","Tipo eu passei todo o meu semestre a correr para tráz e para frente. A matar a mim mesmo ai na escola de manhã à noite para depois ir enviar o meu relatório pronto, para outra pessoa ir fazer o seu e ainda ele faz igual ao meu","Like I spent my entire semester running back and forth. Killing myself there at school from morning to night and then send my report ready, for someone else to do his and still he does the same as mine"
Einda depos bô te fcá penalizód,E ainda depois tu ficas penalizado,And then you are penalized
"Tem maltas ê ke te esforça pá nada, e krê so otxá tud pronte, e isse tite vale p tud gente","Tem um pessoal que não esforça para nada, e querem encontrar tudo pronto, e isso está a valer para toda gente","There are people who do not strive for anything, and want to find everything ready, and this is worth it for everyone"
Desde de lá de primer one até nos,Desde o primeiro ano até nós,From the first year to us
Já ene mas facilitada ninguém mesm,Já não tem mais facilidades para ninguém mesmo,No longer has facilities for anyone
"Mim prop tem maltas lá na sala ke nunca falá má mim dret, má nes ultimos trabôi es te mandame mensagem p envias cosa","Eu mesma, tem pessoas ai na sala que nunca falaram comigo como deve ser, mas nos últimos trabalhos eles me enviaram mensagens para lhes enviar coisas","Myself, there are people there in the room who never talked to me as it should be, but in the last works they sent me messages to send them things"
"E mim nem pogód mesm, mas nada apartir de agora","E eu nem pago mesmo, mas nada a partir de agora","And I don't even pay, but nothing from now"
Tabom tem ke para kes cosa ê gora,"Já basta, tenho que parar com essas coisas é agora","Enough, I have to stop these things is now"
"Única ajuda ktite sei de mim gora e so opiniões de como fazê p kem kizer, mas nada","A única ajuda que vai sair de mim agora são só opiniões de como fazer para quem quiser, e mais nada","The only help that will leave me now are just opinions on how to do it for those who want, and nothing else"
Mim es falá de profesor doeme prop,Para mim estas conversas do professor me magoaram muito mesmo,For me these conversations of the teacher hurt me a lot
Quarte one cada um já tem ke xtód te podê vende se pexe,No quarto ano cada um tem de estar a poder ver o seu peixe,In the fourth year each has to be able to see its fish
"Sim, e depos bô te fcá penalizód e bô te tmá mesmá nota ke tud gente e ke copia ne bô","Sim, e depois tu ficas penalizado e tu tomas a mesma nota igual a quem copiou em ti","Yes, and then you are penalized and you take the same grade just like who copied in you"
Prope dvera,Mesmo verdade,Really true
te otxá ke es maltas ê ke passa so cupiód ne relatório de gente consciências te pesas,Eu acho que o pessoal que transitou só copiando nos relatórios dos outros a consciência lhes pesa,I think the people who moved just copying in the reports of others the conscience weighs them
"Mim nem krê sebê, já mim ene dem haver...","Eu nem quero saber, já não tenho nada haver...","I don't even want to know, I have nothing to do ..."
"tud ne vida ê p servi de liçao, já m prendê kel minha, cabe a cada um ebri oi","Tudo na vida é para servir de lição, eu já aprendi a minha, cabe a cada um abrir os seus olhos","Everything in life is to serve as a lesson, I already learned mine, it is up to each one to open their eyes"
"Mim tambê jáme prendê, bô te fazê bem. Bô dem falá ne email?","Eu também já aprendi, tu fazês bem. To me chamaste no email.","I have already learned, you are doing well. I was calling me in the email."
"Era p perguntób sobre kel cosa ke Paulo tava te dzê, se bô txegá fazêl","Era para perguntar sobre o assunto que o Paulo estava a dizer, se já o chegaste a fazer","It was to ask about the subject that Paulo was saying, if you had even done him"
Kual mesm?,Qual mesmo?,Which one?
kel lá de xcolá,O de lá da escola,The one from there at school
"Te xtód ne trobôi ne um empresa, ntom mim dive temp te bei te lá","Estou a trabalhar em uma empresa, então eu não tive tempo de ir até aí","I'm working on a company, so I didn't have time to go there"
"M bei 1, 2 dia, mas depos já mim ene consegui bei mas","Eu foi 1, 2 dias, mas depois eu já não consegui ir mais","I was 1, 2 days, but then I couldn't go"
"Hum ok, mim tambê te xtód ne trabôi, e um tava sem móvel por isse ke dzêb nada","Humm ok, eu também me encontro a trabalhar, e estava sem telemóvel por isso que não te disse nada","Hmm ok, I also find myself working, and I was without a mobile phone so that I didn't tell you anything"
Bô te ne job de ukê? dente de nos aria?,Que tipo de trabalho estas? Dentro da nossa área?,What kind of work are you? Within our area?
Te xtód so te fazê uns trobôi de limpeza,Eu ando a fazer só alguns trabalhos de limpeza,I am just doing some cleaning work
Mim te xtód ne um dente de aria de dzênvolvimento,Eu ando em um dentro da área de desenvolvimento,I walk in one within the development area
Bô te continua condê no bá p escola?,Tu irás continuar quando formos para a escola?,Will you continue when we go to school?
Sim m te trebaia fix,Sim eu trabalho fixo,Yes I work fixed
E kondê bô te kmessa te bá p xcóla?,E quando é que tu começas a ir para a escola?,And when do you start going to school?
"Te ke ideia de passa lá segunda, e bô?","Tenho ideia de passar aí na segunda, e tu?","I have the idea to pass there on Monday, and you?"
"Mim ke sabê einda, te xpêras pô horário","Eu não sei ainda, estou a espera de colocarem os horários","I don't know yet, I'm waiting to put the schedules"
Sim mim també,Sim eu também,"Yes, me too"
Tite bei mes so p podê matrículá e pedi kes papel lá,Eu vou mais para poder matriculár e pedir os papéis aí,I will be able to enroll and order the papers there
"Mim tambê tem ke bá pedis, já ke es te passa kel x temp p entregas","EU também tenho de os ir pedir, já que eles passam x tempo para os entregar","I also have to go and ask for them, as they take x time to deliver them"
"Sim por isse ke m te bei lá segunda, e matrículá te fetxá dia 6, depos ke el te torna bei ebri","Sim por isso que vou ai na segunda, e a matrículá fecha no dia 6, depois que ele se abrirá de novo","Yes, that's why I go there on Monday, and the registration closes on the 6th, after which it will open again"
"Porra, má esse one es fazê semana académica mut ced","Pora, mas este ano eles fizeram a semana académica muito cedo",But this year they did the academic week very early
"M otxel gosterdia, el dzê es te kmeça ced p podê normaliza one letive","Eu o encontrei a dias, ele disse que eles estão a começar mais cedo para poder normalizar o ano letivo","I found him for days, he said they are starting early to normalize the school year"
nó tmá féria mes terdê,nós tivemos férias mais tarde,We had a vacation later
Má na mesm maltas te somá lá p escola so ote semana,Mas na mesma o pessoal irá aparecer só ai para a próxima semana,"But anyway, the staff will only show up there for the next week"
"Mim tambê kel ke ideia, ou condê es pô horário","Essa é a ideia para mim também, ou quando eles colocarem os horários","This is the idea for me too, or when they put the schedules"
"Ess one no te tem um horario mei xtronhê, plomanha e daterdê...","Este ano nós temos um horário meio estranho, de manhã e à tarde...","This year we have a half strange time, in the morning and in the afternoon ..."
Sim mim te xpêras pô horário,Sim eu estou a espera deles colocarem os horários,Yes I am waiting for them to put the schedules
Bô primer psoa ke m tite falá de lá de sala já tem uns mês,Tu és a primeira pessoa que estou a falar ai da sala já tem uns meses,You are the first person I am talking about there is a few months old
"Como assim? A ê, mim tambê já falá so má bô","Como assim? Ah sim, eu também já falei só contigo","Like this? Oh yes, I also said only with you"
Maltas de sala te falá so ne temp de aulá,O pessoal da sala só conversam em tempos de aulá,The living room staff only talk in times of Aulá
Tem dia no te tem uns aulá plámanha má kes mnine de tercer one,"Tem dias que temos aulás de manhã, com os meninos do terceiro ano","There are days when we have aulás in the morning, with the third year boys"
Um pensa esse one li ke tinha esse história lá...,Eu pensei que este ano não tinha essa história aí...,I thought this year didn't have this story there ...
"Tem sim, Sidney ke dzêm essim...","Tem sim, o Sidney que me disse...","Yes, Sidney said to me ..."
bô te txem sebê se es pô horário dfavor,Notifica-me se eles colocarem o horário por favor,Notify me if they put the time please
"yh fcá kul ntom, manhá bô tite bei te xcolá?","Yh fica bem então, amanhã tu irás até a escola?","YH is fine then, tomorrow will you go to school?"
mim tem ke bei te lá,eu tenho de ir até aí,I have to go there
Manha um tite bá tmá vacina de COVID,Amanhã eu irei tomar a vacina da COVID,Tomorrow I will get the covid vaccine
